fuzzer,protocol,seed,mutant,time,result
foundry,uniswap-v2,62514009886607029107290561805838585334079798074568712924583230797734656856475,04,2687,1
echidna,uniswap-v2,62514009886607029107290561805838585334079798074568712924583230797734656856475,05,86401,124
foundry,uniswap-v2,62514009886607029107290561805838585334079798074568712924583230797734656856475,05,3649,1
foundry,uniswap-v2,62514009886607029107290561805838585334079798074568712924583230797734656856475,06,20,1
echidna,uniswap-v2,62514009886607029107290561805838585334079798074568712924583230797734656856475,06,160,1
echidna,uniswap-v2,62514009886607029107290561805838585334079798074568712924583230797734656856475,07,264,1
foundry,uniswap-v2,62514009886607029107290561805838585334079798074568712924583230797734656856475,07,27,1
echidna,uniswap-v2,62514009886607029107290561805838585334079798074568712924583230797734656856475,08,192,1
foundry,uniswap-v2,62514009886607029107290561805838585334079798074568712924583230797734656856475,08,23,1
foundry,uniswap-v2,62514009886607029107290561805838585334079798074568712924583230797734656856475,09,21,1
echidna,uniswap-v2,62514009886607029107290561805838585334079798074568712924583230797734656856475,09,770,1
echidna,uniswap-v2,62514009886607029107290561805838585334079798074568712924583230797734656856475,10,86400,124
foundry,uniswap-v2,62514009886607029107290561805838585334079798074568712924583230797734656856475,10,6734,1
echidna,uniswap-v2,62514009886607029107290561805838585334079798074568712924583230797734656856475,11,95,1
foundry,uniswap-v2,62514009886607029107290561805838585334079798074568712924583230797734656856475,11,8,1
echidna,uniswap-v2,62514009886607029107290561805838585334079798074568712924583230797734656856475,12,86400,124
foundry,uniswap-v2,62514009886607029107290561805838585334079798074568712924583230797734656856475,12,3260,1
foundry,uniswap-v2,63806209331542711802848847270949280092855778197726125910674179583545433573378,01,22,1
echidna,uniswap-v2,63806209331542711802848847270949280092855778197726125910674179583545433573378,01,113,1
echidna,uniswap-v2,63806209331542711802848847270949280092855778197726125910674179583545433573378,02,125,1
foundry,uniswap-v2,63806209331542711802848847270949280092855778197726125910674179583545433573378,02,99,1
foundry,uniswap-v2,63806209331542711802848847270949280092855778197726125910674179583545433573378,03,9,1
echidna,uniswap-v2,63806209331542711802848847270949280092855778197726125910674179583545433573378,03,129,1
foundry,uniswap-v2,63806209331542711802848847270949280092855778197726125910674179583545433573378,04,25392,1
echidna,uniswap-v2,63806209331542711802848847270949280092855778197726125910674179583545433573378,04,126,1
foundry,uniswap-v2,63806209331542711802848847270949280092855778197726125910674179583545433573378,05,24890,1
echidna,uniswap-v2,63806209331542711802848847270949280092855778197726125910674179583545433573378,05,126,1
echidna,uniswap-v2,63806209331542711802848847270949280092855778197726125910674179583545433573378,06,119,1
foundry,uniswap-v2,63806209331542711802848847270949280092855778197726125910674179583545433573378,06,6,1
foundry,uniswap-v2,63806209331542711802848847270949280092855778197726125910674179583545433573378,07,7,1
echidna,uniswap-v2,63806209331542711802848847270949280092855778197726125910674179583545433573378,07,120,1
echidna,uniswap-v2,63806209331542711802848847270949280092855778197726125910674179583545433573378,08,115,1
foundry,uniswap-v2,63806209331542711802848847270949280092855778197726125910674179583545433573378,08,8,1
foundry,uniswap-v2,63806209331542711802848847270949280092855778197726125910674179583545433573378,09,7,1
echidna,uniswap-v2,63806209331542711802848847270949280092855778197726125910674179583545433573378,09,103,1
foundry,uniswap-v2,63806209331542711802848847270949280092855778197726125910674179583545433573378,10,5969,1
echidna,uniswap-v2,63806209331542711802848847270949280092855778197726125910674179583545433573378,10,30399,1
echidna,uniswap-v2,63806209331542711802848847270949280092855778197726125910674179583545433573378,11,88,1
foundry,uniswap-v2,63806209331542711802848847270949280092855778197726125910674179583545433573378,11,6,1
echidna,uniswap-v2,63806209331542711802848847270949280092855778197726125910674179583545433573378,12,86401,124
foundry,uniswap-v2,63806209331542711802848847270949280092855778197726125910674179583545433573378,12,1589,1
foundry,uniswap-v2,660301456019777184113296434797620819555017468543624515662331739614079884729,01,11,1
echidna,uniswap-v2,660301456019777184113296434797620819555017468543624515662331739614079884729,01,154,1
echidna,uniswap-v2,660301456019777184113296434797620819555017468543624515662331739614079884729,02,139,1
foundry,uniswap-v2,660301456019777184113296434797620819555017468543624515662331739614079884729,02,21465,1
echidna,uniswap-v2,660301456019777184113296434797620819555017468543624515662331739614079884729,03,145,1
foundry,uniswap-v2,660301456019777184113296434797620819555017468543624515662331739614079884729,03,8,1
foundry,uniswap-v2,660301456019777184113296434797620819555017468543624515662331739614079884729,04,4783,1
echidna,uniswap-v2,660301456019777184113296434797620819555017468543624515662331739614079884729,04,139,1
echidna,uniswap-v2,660301456019777184113296434797620819555017468543624515662331739614079884729,05,139,1
foundry,uniswap-v2,660301456019777184113296434797620819555017468543624515662331739614079884729,05,1449,1
echidna,uniswap-v2,660301456019777184113296434797620819555017468543624515662331739614079884729,06,132,1
foundry,uniswap-v2,660301456019777184113296434797620819555017468543624515662331739614079884729,06,8,1
foundry,uniswap-v2,660301456019777184113296434797620819555017468543624515662331739614079884729,07,11,1
echidna,uniswap-v2,660301456019777184113296434797620819555017468543624515662331739614079884729,07,129,1
echidna,uniswap-v2,660301456019777184113296434797620819555017468543624515662331739614079884729,08,123,1
foundry,uniswap-v2,660301456019777184113296434797620819555017468543624515662331739614079884729,08,10,1
foundry,uniswap-v2,660301456019777184113296434797620819555017468543624515662331739614079884729,09,13,1
echidna,uniswap-v2,660301456019777184113296434797620819555017468543624515662331739614079884729,09,121,1
echidna,uniswap-v2,660301456019777184113296434797620819555017468543624515662331739614079884729,10,118,1
foundry,uniswap-v2,660301456019777184113296434797620819555017468543624515662331739614079884729,10,933,1
echidna,uniswap-v2,660301456019777184113296434797620819555017468543624515662331739614079884729,11,113,1
foundry,uniswap-v2,660301456019777184113296434797620819555017468543624515662331739614079884729,11,8,1
echidna,uniswap-v2,660301456019777184113296434797620819555017468543624515662331739614079884729,12,15300,1
foundry,uniswap-v2,660301456019777184113296434797620819555017468543624515662331739614079884729,12,5660,1
foundry,uniswap-v2,67072331549493647622825787457569556318728415786901242217649037894484240406165,01,7,1
echidna,uniswap-v2,67072331549493647622825787457569556318728415786901242217649037894484240406165,01,119,1
foundry,uniswap-v2,67072331549493647622825787457569556318728415786901242217649037894484240406165,02,9944,1
echidna,uniswap-v2,67072331549493647622825787457569556318728415786901242217649037894484240406165,02,114,1
foundry,uniswap-v2,67072331549493647622825787457569556318728415786901242217649037894484240406165,03,8,1
echidna,uniswap-v2,67072331549493647622825787457569556318728415786901242217649037894484240406165,03,116,1
echidna,uniswap-v2,67072331549493647622825787457569556318728415786901242217649037894484240406165,04,112,1
foundry,uniswap-v2,67072331549493647622825787457569556318728415786901242217649037894484240406165,04,1837,1
foundry,uniswap-v2,67072331549493647622825787457569556318728415786901242217649037894484240406165,05,1408,1
echidna,uniswap-v2,67072331549493647622825787457569556318728415786901242217649037894484240406165,05,112,1
foundry,uniswap-v2,67072331549493647622825787457569556318728415786901242217649037894484240406165,06,8,1
echidna,uniswap-v2,67072331549493647622825787457569556318728415786901242217649037894484240406165,06,106,1
echidna,uniswap-v2,67072331549493647622825787457569556318728415786901242217649037894484240406165,07,108,1
foundry,uniswap-v2,67072331549493647622825787457569556318728415786901242217649037894484240406165,07,8,1
echidna,uniswap-v2,67072331549493647622825787457569556318728415786901242217649037894484240406165,08,101,1
foundry,uniswap-v2,67072331549493647622825787457569556318728415786901242217649037894484240406165,08,8,1
foundry,uniswap-v2,67072331549493647622825787457569556318728415786901242217649037894484240406165,09,7,1
echidna,uniswap-v2,67072331549493647622825787457569556318728415786901242217649037894484240406165,09,98,1
foundry,uniswap-v2,67072331549493647622825787457569556318728415786901242217649037894484240406165,10,474,1
echidna,uniswap-v2,67072331549493647622825787457569556318728415786901242217649037894484240406165,10,96,1
echidna,uniswap-v2,67072331549493647622825787457569556318728415786901242217649037894484240406165,11,93,1
foundry,uniswap-v2,67072331549493647622825787457569556318728415786901242217649037894484240406165,11,10,1
foundry,uniswap-v2,67072331549493647622825787457569556318728415786901242217649037894484240406165,12,20754,1
echidna,uniswap-v2,67072331549493647622825787457569556318728415786901242217649037894484240406165,12,5347,1
foundry,uniswap-v2,75276140696391174450305814049576319106646922510300487059720162673006384432776,01,23,1
echidna,uniswap-v2,75276140696391174450305814049576319106646922510300487059720162673006384432776,01,1005,1
foundry,uniswap-v2,75276140696391174450305814049576319106646922510300487059720162673006384432776,02,854,1
echidna,uniswap-v2,75276140696391174450305814049576319106646922510300487059720162673006384432776,02,86400,124
echidna,uniswap-v2,75276140696391174450305814049576319106646922510300487059720162673006384432776,03,219,1
foundry,uniswap-v2,75276140696391174450305814049576319106646922510300487059720162673006384432776,03,21,1
foundry,uniswap-v2,75276140696391174450305814049576319106646922510300487059720162673006384432776,04,3621,1
echidna,uniswap-v2,75276140696391174450305814049576319106646922510300487059720162673006384432776,04,86401,1
echidna,uniswap-v2,75276140696391174450305814049576319106646922510300487059720162673006384432776,05,86401,124
foundry,uniswap-v2,75276140696391174450305814049576319106646922510300487059720162673006384432776,05,11056,1
echidna,uniswap-v2,75276140696391174450305814049576319106646922510300487059720162673006384432776,06,94,1
foundry,uniswap-v2,75276140696391174450305814049576319106646922510300487059720162673006384432776,06,6,1
echidna,uniswap-v2,75276140696391174450305814049576319106646922510300487059720162673006384432776,07,98,1
foundry,uniswap-v2,75276140696391174450305814049576319106646922510300487059720162673006384432776,07,7,1
foundry,uniswap-v2,75276140696391174450305814049576319106646922510300487059720162673006384432776,08,7,1
echidna,uniswap-v2,75276140696391174450305814049576319106646922510300487059720162673006384432776,08,95,1
foundry,uniswap-v2,75276140696391174450305814049576319106646922510300487059720162673006384432776,09,7,1
echidna,uniswap-v2,75276140696391174450305814049576319106646922510300487059720162673006384432776,09,90,1
foundry,uniswap-v2,75276140696391174450305814049576319106646922510300487059720162673006384432776,10,12008,1
echidna,uniswap-v2,75276140696391174450305814049576319106646922510300487059720162673006384432776,10,86401,124
foundry,uniswap-v2,75276140696391174450305814049576319106646922510300487059720162673006384432776,11,7,1
echidna,uniswap-v2,75276140696391174450305814049576319106646922510300487059720162673006384432776,11,91,1
echidna,uniswap-v2,75276140696391174450305814049576319106646922510300487059720162673006384432776,12,86401,124
foundry,uniswap-v2,75276140696391174450305814049576319106646922510300487059720162673006384432776,12,33,1
foundry,uniswap-v2,80084422859880547211683076133703299733277748156566366325829078699459944778998,01,20,1
echidna,uniswap-v2,80084422859880547211683076133703299733277748156566366325829078699459944778998,01,1308,1
echidna,uniswap-v2,80084422859880547211683076133703299733277748156566366325829078699459944778998,02,86400,1
foundry,uniswap-v2,80084422859880547211683076133703299733277748156566366325829078699459944778998,02,17876,1
echidna,uniswap-v2,80084422859880547211683076133703299733277748156566366325829078699459944778998,03,212,1
foundry,uniswap-v2,80084422859880547211683076133703299733277748156566366325829078699459944778998,03,22,1
echidna,uniswap-v2,80084422859880547211683076133703299733277748156566366325829078699459944778998,04,7016,1
foundry,uniswap-v2,80084422859880547211683076133703299733277748156566366325829078699459944778998,04,2009,1
foundry,uniswap-v2,80084422859880547211683076133703299733277748156566366325829078699459944778998,05,3964,1
echidna,uniswap-v2,80084422859880547211683076133703299733277748156566366325829078699459944778998,05,15712,1
foundry,uniswap-v2,80084422859880547211683076133703299733277748156566366325829078699459944778998,06,7,1
echidna,uniswap-v2,80084422859880547211683076133703299733277748156566366325829078699459944778998,06,117,1
foundry,uniswap-v2,80084422859880547211683076133703299733277748156566366325829078699459944778998,07,8,1
echidna,uniswap-v2,80084422859880547211683076133703299733277748156566366325829078699459944778998,07,120,1
echidna,uniswap-v2,80084422859880547211683076133703299733277748156566366325829078699459944778998,08,120,1
foundry,uniswap-v2,80084422859880547211683076133703299733277748156566366325829078699459944778998,08,7,1
foundry,uniswap-v2,80084422859880547211683076133703299733277748156566366325829078699459944778998,09,9,1
echidna,uniswap-v2,80084422859880547211683076133703299733277748156566366325829078699459944778998,09,114,1
foundry,uniswap-v2,80084422859880547211683076133703299733277748156566366325829078699459944778998,10,3355,1
echidna,uniswap-v2,80084422859880547211683076133703299733277748156566366325829078699459944778998,10,86400,124
foundry,uniswap-v2,80084422859880547211683076133703299733277748156566366325829078699459944778998,11,6,1
echidna,uniswap-v2,80084422859880547211683076133703299733277748156566366325829078699459944778998,11,102,1
echidna,uniswap-v2,80084422859880547211683076133703299733277748156566366325829078699459944778998,12,86401,124
foundry,uniswap-v2,80084422859880547211683076133703299733277748156566366325829078699459944778998,12,211,1
echidna,uniswap-v2,80167465652159884487584418398737133515478493586045375474096367959472086682926,01,924,1
foundry,uniswap-v2,80167465652159884487584418398737133515478493586045375474096367959472086682926,01,22,1
echidna,uniswap-v2,80167465652159884487584418398737133515478493586045375474096367959472086682926,02,86400,124
foundry,uniswap-v2,80167465652159884487584418398737133515478493586045375474096367959472086682926,02,11343,1
foundry,uniswap-v2,80167465652159884487584418398737133515478493586045375474096367959472086682926,03,22,1
echidna,uniswap-v2,80167465652159884487584418398737133515478493586045375474096367959472086682926,03,146,1
foundry,uniswap-v2,80167465652159884487584418398737133515478493586045375474096367959472086682926,04,26706,0
echidna,uniswap-v2,80167465652159884487584418398737133515478493586045375474096367959472086682926,04,86400,124
foundry,uniswap-v2,80167465652159884487584418398737133515478493586045375474096367959472086682926,05,3729,1
echidna,uniswap-v2,80167465652159884487584418398737133515478493586045375474096367959472086682926,05,117,1
foundry,uniswap-v2,80167465652159884487584418398737133515478493586045375474096367959472086682926,06,6,1
echidna,uniswap-v2,80167465652159884487584418398737133515478493586045375474096367959472086682926,06,111,1
echidna,uniswap-v2,80167465652159884487584418398737133515478493586045375474096367959472086682926,07,114,1
foundry,uniswap-v2,80167465652159884487584418398737133515478493586045375474096367959472086682926,07,7,1
foundry,uniswap-v2,80167465652159884487584418398737133515478493586045375474096367959472086682926,08,7,1
echidna,uniswap-v2,80167465652159884487584418398737133515478493586045375474096367959472086682926,08,112,1
foundry,uniswap-v2,80167465652159884487584418398737133515478493586045375474096367959472086682926,09,7,1
echidna,uniswap-v2,80167465652159884487584418398737133515478493586045375474096367959472086682926,09,103,1
foundry,uniswap-v2,80167465652159884487584418398737133515478493586045375474096367959472086682926,10,3012,1
echidna,uniswap-v2,80167465652159884487584418398737133515478493586045375474096367959472086682926,10,19459,1
echidna,uniswap-v2,80167465652159884487584418398737133515478493586045375474096367959472086682926,11,95,1
foundry,uniswap-v2,80167465652159884487584418398737133515478493586045375474096367959472086682926,11,7,1
echidna,uniswap-v2,80167465652159884487584418398737133515478493586045375474096367959472086682926,12,86401,124
foundry,uniswap-v2,80167465652159884487584418398737133515478493586045375474096367959472086682926,12,31513,1
foundry,uniswap-v2,84800337471693920904250232874319843718400766719524250287777680170677855896573,01,25,1
echidna,uniswap-v2,84800337471693920904250232874319843718400766719524250287777680170677855896573,01,473,1
foundry,uniswap-v2,84800337471693920904250232874319843718400766719524250287777680170677855896573,02,10863,1
echidna,uniswap-v2,84800337471693920904250232874319843718400766719524250287777680170677855896573,02,134,1
echidna,uniswap-v2,84800337471693920904250232874319843718400766719524250287777680170677855896573,03,146,1
foundry,uniswap-v2,84800337471693920904250232874319843718400766719524250287777680170677855896573,03,8,1
echidna,uniswap-v2,84800337471693920904250232874319843718400766719524250287777680170677855896573,04,140,1
foundry,uniswap-v2,84800337471693920904250232874319843718400766719524250287777680170677855896573,04,545,1
foundry,uniswap-v2,84800337471693920904250232874319843718400766719524250287777680170677855896573,05,24671,0
echidna,uniswap-v2,84800337471693920904250232874319843718400766719524250287777680170677855896573,05,142,1
echidna,uniswap-v2,84800337471693920904250232874319843718400766719524250287777680170677855896573,06,119,1
foundry,uniswap-v2,84800337471693920904250232874319843718400766719524250287777680170677855896573,06,7,1
foundry,uniswap-v2,84800337471693920904250232874319843718400766719524250287777680170677855896573,07,7,1
echidna,uniswap-v2,84800337471693920904250232874319843718400766719524250287777680170677855896573,07,133,1
foundry,uniswap-v2,84800337471693920904250232874319843718400766719524250287777680170677855896573,08,9,1
echidna,uniswap-v2,84800337471693920904250232874319843718400766719524250287777680170677855896573,08,125,1
echidna,uniswap-v2,84800337471693920904250232874319843718400766719524250287777680170677855896573,09,111,1
foundry,uniswap-v2,84800337471693920904250232874319843718400766719524250287777680170677855896573,09,6,1
echidna,uniswap-v2,84800337471693920904250232874319843718400766719524250287777680170677855896573,10,34212,1
foundry,uniswap-v2,84800337471693920904250232874319843718400766719524250287777680170677855896573,10,1266,1
foundry,uniswap-v2,84800337471693920904250232874319843718400766719524250287777680170677855896573,11,7,1
echidna,uniswap-v2,84800337471693920904250232874319843718400766719524250287777680170677855896573,11,103,1
foundry,uniswap-v2,84800337471693920904250232874319843718400766719524250287777680170677855896573,12,4683,1
echidna,uniswap-v2,84800337471693920904250232874319843718400766719524250287777680170677855896573,12,86401,124
foundry,uniswap-v2,84827061063453624289975705683721713058963870421084015214609271099009937454148,01,7,1
echidna,uniswap-v2,84827061063453624289975705683721713058963870421084015214609271099009937454148,01,151,1
echidna,uniswap-v2,84827061063453624289975705683721713058963870421084015214609271099009937454148,02,141,1
foundry,uniswap-v2,84827061063453624289975705683721713058963870421084015214609271099009937454148,02,86,1
foundry,uniswap-v2,84827061063453624289975705683721713058963870421084015214609271099009937454148,03,7,1
echidna,uniswap-v2,84827061063453624289975705683721713058963870421084015214609271099009937454148,03,146,1
foundry,uniswap-v2,84827061063453624289975705683721713058963870421084015214609271099009937454148,04,12466,1
echidna,uniswap-v2,84827061063453624289975705683721713058963870421084015214609271099009937454148,04,142,1
echidna,uniswap-v2,84827061063453624289975705683721713058963870421084015214609271099009937454148,05,144,1
foundry,uniswap-v2,84827061063453624289975705683721713058963870421084015214609271099009937454148,05,23442,1
echidna,uniswap-v2,84827061063453624289975705683721713058963870421084015214609271099009937454148,06,155,1
foundry,uniswap-v2,84827061063453624289975705683721713058963870421084015214609271099009937454148,06,8,1
echidna,uniswap-v2,84827061063453624289975705683721713058963870421084015214609271099009937454148,07,174,1
foundry,uniswap-v2,84827061063453624289975705683721713058963870421084015214609271099009937454148,07,7,1
echidna,uniswap-v2,84827061063453624289975705683721713058963870421084015214609271099009937454148,08,173,1
foundry,uniswap-v2,84827061063453624289975705683721713058963870421084015214609271099009937454148,08,8,1
echidna,uniswap-v2,84827061063453624289975705683721713058963870421084015214609271099009937454148,09,159,1
foundry,uniswap-v2,84827061063453624289975705683721713058963870421084015214609271099009937454148,09,10,1
echidna,uniswap-v2,84827061063453624289975705683721713058963870421084015214609271099009937454148,10,6204,1
foundry,uniswap-v2,84827061063453624289975705683721713058963870421084015214609271099009937454148,10,11760,1
echidna,uniswap-v2,84827061063453624289975705683721713058963870421084015214609271099009937454148,11,138,1
foundry,uniswap-v2,84827061063453624289975705683721713058963870421084015214609271099009937454148,11,8,1
foundry,uniswap-v2,84827061063453624289975705683721713058963870421084015214609271099009937454148,12,271,1
echidna,uniswap-v2,84827061063453624289975705683721713058963870421084015214609271099009937454148,12,16437,1
foundry,uniswap-v2,87903029871075914254377627908054574944891091886930582284385770809450030037083,01,25,1
echidna,uniswap-v2,87903029871075914254377627908054574944891091886930582284385770809450030037083,01,2574,1
echidna,uniswap-v2,87903029871075914254377627908054574944891091886930582284385770809450030037083,02,117,1
foundry,uniswap-v2,87903029871075914254377627908054574944891091886930582284385770809450030037083,02,398,1
foundry,uniswap-v2,87903029871075914254377627908054574944891091886930582284385770809450030037083,03,7,1
echidna,uniswap-v2,87903029871075914254377627908054574944891091886930582284385770809450030037083,03,121,1
foundry,uniswap-v2,87903029871075914254377627908054574944891091886930582284385770809450030037083,04,10299,1
echidna,uniswap-v2,87903029871075914254377627908054574944891091886930582284385770809450030037083,04,115,1
foundry,uniswap-v2,87903029871075914254377627908054574944891091886930582284385770809450030037083,05,1030,1
echidna,uniswap-v2,87903029871075914254377627908054574944891091886930582284385770809450030037083,05,111,1
echidna,uniswap-v2,87903029871075914254377627908054574944891091886930582284385770809450030037083,06,102,1
foundry,uniswap-v2,87903029871075914254377627908054574944891091886930582284385770809450030037083,06,6,1
echidna,uniswap-v2,87903029871075914254377627908054574944891091886930582284385770809450030037083,07,108,1
foundry,uniswap-v2,87903029871075914254377627908054574944891091886930582284385770809450030037083,07,6,1
echidna,uniswap-v2,87903029871075914254377627908054574944891091886930582284385770809450030037083,08,103,1
foundry,uniswap-v2,87903029871075914254377627908054574944891091886930582284385770809450030037083,08,7,1
echidna,uniswap-v2,87903029871075914254377627908054574944891091886930582284385770809450030037083,09,98,1
foundry,uniswap-v2,87903029871075914254377627908054574944891091886930582284385770809450030037083,09,8,1
echidna,uniswap-v2,87903029871075914254377627908054574944891091886930582284385770809450030037083,10,40557,1
foundry,uniswap-v2,87903029871075914254377627908054574944891091886930582284385770809450030037083,10,14701,1
foundry,uniswap-v2,87903029871075914254377627908054574944891091886930582284385770809450030037083,11,7,1
echidna,uniswap-v2,87903029871075914254377627908054574944891091886930582284385770809450030037083,11,87,1
foundry,uniswap-v2,87903029871075914254377627908054574944891091886930582284385770809450030037083,12,295,1
echidna,uniswap-v2,87903029871075914254377627908054574944891091886930582284385770809450030037083,12,86401,124
foundry,uniswap-v2,89622809563556123081897041840816014639138942293158154584485133346364573191189,01,22,1
echidna,uniswap-v2,89622809563556123081897041840816014639138942293158154584485133346364573191189,01,190,1
foundry,uniswap-v2,89622809563556123081897041840816014639138942293158154584485133346364573191189,02,7555,1
echidna,uniswap-v2,89622809563556123081897041840816014639138942293158154584485133346364573191189,02,86401,124
foundry,uniswap-v2,89622809563556123081897041840816014639138942293158154584485133346364573191189,03,19,1
echidna,uniswap-v2,89622809563556123081897041840816014639138942293158154584485133346364573191189,03,266,1
echidna,uniswap-v2,89622809563556123081897041840816014639138942293158154584485133346364573191189,04,86401,124
foundry,uniswap-v2,89622809563556123081897041840816014639138942293158154584485133346364573191189,04,4163,1
echidna,uniswap-v2,89622809563556123081897041840816014639138942293158154584485133346364573191189,05,86401,1
foundry,uniswap-v2,89622809563556123081897041840816014639138942293158154584485133346364573191189,05,1354,1
foundry,uniswap-v2,89622809563556123081897041840816014639138942293158154584485133346364573191189,06,6,1
echidna,uniswap-v2,89622809563556123081897041840816014639138942293158154584485133346364573191189,06,118,1
foundry,uniswap-v2,89622809563556123081897041840816014639138942293158154584485133346364573191189,07,9,1
echidna,uniswap-v2,89622809563556123081897041840816014639138942293158154584485133346364573191189,07,122,1
foundry,uniswap-v2,89622809563556123081897041840816014639138942293158154584485133346364573191189,08,6,1
echidna,uniswap-v2,89622809563556123081897041840816014639138942293158154584485133346364573191189,08,122,1
echidna,uniswap-v2,89622809563556123081897041840816014639138942293158154584485133346364573191189,09,115,1
foundry,uniswap-v2,89622809563556123081897041840816014639138942293158154584485133346364573191189,09,7,1
foundry,uniswap-v2,89622809563556123081897041840816014639138942293158154584485133346364573191189,10,2152,1
echidna,uniswap-v2,89622809563556123081897041840816014639138942293158154584485133346364573191189,10,86401,124
echidna,uniswap-v2,89622809563556123081897041840816014639138942293158154584485133346364573191189,11,109,1
foundry,uniswap-v2,89622809563556123081897041840816014639138942293158154584485133346364573191189,11,9,1
foundry,uniswap-v2,89622809563556123081897041840816014639138942293158154584485133346364573191189,12,2748,1
echidna,uniswap-v2,89622809563556123081897041840816014639138942293158154584485133346364573191189,12,86400,124
echidna,uniswap-v2,89717814153306320011181716697424560163256864414616650038987186496166826726056,01,99,1
foundry,uniswap-v2,89717814153306320011181716697424560163256864414616650038987186496166826726056,01,23,1
foundry,uniswap-v2,89717814153306320011181716697424560163256864414616650038987186496166826726056,02,33,1
echidna,uniswap-v2,89717814153306320011181716697424560163256864414616650038987186496166826726056,02,123,1
echidna,uniswap-v2,89717814153306320011181716697424560163256864414616650038987186496166826726056,03,124,1
foundry,uniswap-v2,89717814153306320011181716697424560163256864414616650038987186496166826726056,03,7,1
foundry,uniswap-v2,89717814153306320011181716697424560163256864414616650038987186496166826726056,04,218,1
echidna,uniswap-v2,89717814153306320011181716697424560163256864414616650038987186496166826726056,04,120,1
echidna,uniswap-v2,89717814153306320011181716697424560163256864414616650038987186496166826726056,05,123,1
foundry,uniswap-v2,89717814153306320011181716697424560163256864414616650038987186496166826726056,05,6444,1
echidna,uniswap-v2,89717814153306320011181716697424560163256864414616650038987186496166826726056,06,119,1
foundry,uniswap-v2,89717814153306320011181716697424560163256864414616650038987186496166826726056,06,6,1
foundry,uniswap-v2,89717814153306320011181716697424560163256864414616650038987186496166826726056,07,7,1
echidna,uniswap-v2,89717814153306320011181716697424560163256864414616650038987186496166826726056,07,118,1
echidna,uniswap-v2,89717814153306320011181716697424560163256864414616650038987186496166826726056,08,110,1
foundry,uniswap-v2,89717814153306320011181716697424560163256864414616650038987186496166826726056,08,8,1
echidna,uniswap-v2,89717814153306320011181716697424560163256864414616650038987186496166826726056,09,106,1
foundry,uniswap-v2,89717814153306320011181716697424560163256864414616650038987186496166826726056,09,7,1
echidna,uniswap-v2,89717814153306320011181716697424560163256864414616650038987186496166826726056,10,108,1
foundry,uniswap-v2,89717814153306320011181716697424560163256864414616650038987186496166826726056,10,123,1
foundry,uniswap-v2,89717814153306320011181716697424560163256864414616650038987186496166826726056,11,7,1
echidna,uniswap-v2,89717814153306320011181716697424560163256864414616650038987186496166826726056,11,103,1
foundry,uniswap-v2,89717814153306320011181716697424560163256864414616650038987186496166826726056,12,22,1
echidna,uniswap-v2,89717814153306320011181716697424560163256864414616650038987186496166826726056,12,81972,1
echidna,uniswap-v2,9223372036854775807,01,67,1
foundry,uniswap-v2,9223372036854775807,01,22,1
echidna,uniswap-v2,9223372036854775807,02,109,1
foundry,uniswap-v2,9223372036854775807,02,2192,1
echidna,uniswap-v2,9223372036854775807,03,113,1
foundry,uniswap-v2,9223372036854775807,03,6,1
foundry,uniswap-v2,9223372036854775807,04,13031,1
echidna,uniswap-v2,9223372036854775807,04,110,1
echidna,uniswap-v2,9223372036854775807,05,118,1
foundry,uniswap-v2,9223372036854775807,05,9669,1
echidna,uniswap-v2,9223372036854775807,06,103,1
foundry,uniswap-v2,9223372036854775807,06,6,1
foundry,uniswap-v2,9223372036854775807,07,6,1
echidna,uniswap-v2,9223372036854775807,07,107,1
echidna,uniswap-v2,9223372036854775807,08,101,1
foundry,uniswap-v2,9223372036854775807,08,6,1
foundry,uniswap-v2,9223372036854775807,09,7,1
echidna,uniswap-v2,9223372036854775807,09,95,1
echidna,uniswap-v2,9223372036854775807,10,40636,1
foundry,uniswap-v2,9223372036854775807,10,18940,1
foundry,uniswap-v2,9223372036854775807,11,8,1
echidna,uniswap-v2,9223372036854775807,11,82,1
echidna,uniswap-v2,9223372036854775807,12,86400,124
foundry,uniswap-v2,9223372036854775807,12,4167,1
foundry,uniswap-v2,93369884277498597659590946175997448338802118867485977633968544981113634346220,01,21,1
echidna,uniswap-v2,93369884277498597659590946175997448338802118867485977633968544981113634346220,01,149,1
foundry,uniswap-v2,93369884277498597659590946175997448338802118867485977633968544981113634346220,02,13972,1
echidna,uniswap-v2,93369884277498597659590946175997448338802118867485977633968544981113634346220,02,134,1
foundry,uniswap-v2,93369884277498597659590946175997448338802118867485977633968544981113634346220,03,6,1
echidna,uniswap-v2,93369884277498597659590946175997448338802118867485977633968544981113634346220,03,138,1
foundry,uniswap-v2,93369884277498597659590946175997448338802118867485977633968544981113634346220,04,26987,0
echidna,uniswap-v2,93369884277498597659590946175997448338802118867485977633968544981113634346220,04,135,1
echidna,uniswap-v2,93369884277498597659590946175997448338802118867485977633968544981113634346220,05,130,1
foundry,uniswap-v2,93369884277498597659590946175997448338802118867485977633968544981113634346220,05,9274,1
echidna,uniswap-v2,93369884277498597659590946175997448338802118867485977633968544981113634346220,06,107,1
foundry,uniswap-v2,93369884277498597659590946175997448338802118867485977633968544981113634346220,06,7,1
foundry,uniswap-v2,93369884277498597659590946175997448338802118867485977633968544981113634346220,07,7,1
echidna,uniswap-v2,93369884277498597659590946175997448338802118867485977633968544981113634346220,07,119,1
